tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group	estimated counts
2098458669	0.10106567064962292	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota	50536905.0	Bacteria				311.98972529538594
1912282953	0.02194950808155624	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	959025.0	Bacteria				67.75813144776411
1551022928	0.07529778778991868	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	28743795.0	Bacteria				232.44427090747897
164925379	0.028858413048689604	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	50473665.0	Bacteria				89.0859210813048
1232110392	0.008743679982462168	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Staphylococcales	Bacilli	Bacillota	20388965.0	Bacteria				26.991740105860714
1927892535	0.020444757954041146	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	900445425.0	Bacteria				63.11296780412501
1175330689	0.0485374267235276	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	6364495.0	Bacteria				149.8350362955297
425236140	0.07186258258180943	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	52381035.0	Bacteria				221.83979243004572
2121393893	0.03167815974525669	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	146565.0	Bacteria				97.79047913360739
513005714	0.03769132969760379	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	5153965.0	Bacteria				116.3531347765029
1661637528	0.028325148585894404	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Staphylococcales	Bacilli	Bacillota	6370485.0	Bacteria				87.43973368465602
1115906319	0.03200324361007205	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Staphylococcales	Bacilli	Bacillota	5153985.0	Bacteria				98.79401302429241
